,trial,item_l,item_r,choice,rt,subj,YesNo,response,item,Item_l,Item_r,Item,A,repetitions
2669,86,,,,1.356497,611.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
2670,87,,,,1.136491,611.0,1.0,1.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
2671,88,,,,3.22381,611.0,1.0,1.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
2672,89,,,,0.903242,611.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
2673,90,,,,0.936187,611.0,1.0,0.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
2674,91,,,,0.836913,611.0,1.0,0.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
2675,92,,,,0.803021,611.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
2676,93,,,,0.686618,611.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
2677,94,,,,0.803068,611.0,1.0,1.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
2678,95,,,,0.686158,611.0,1.0,1.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
2679,96,,,,0.687111,611.0,1.0,1.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
2680,97,,,,0.686184,611.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
2681,98,,,,0.903709,611.0,1.0,1.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
2682,99,,,,0.686155,611.0,1.0,1.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
2683,100,,,,0.702865,611.0,1.0,0.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
2684,101,,,,1.054472,611.0,1.0,1.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
2685,102,,,,0.937563,611.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
2686,103,,,,0.653691,611.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
2687,104,,,,0.802562,611.0,1.0,0.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
2688,105,,,,0.586441,611.0,1.0,1.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
2689,106,,,,0.60361,611.0,1.0,1.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
2690,107,,,,0.586421,611.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
2691,108,,,,0.803997,611.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
2692,109,,,,0.90371,611.0,1.0,1.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
2693,110,,,,0.536358,611.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
2694,111,,,,0.553044,611.0,1.0,1.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
2695,112,,,,0.820667,611.0,1.0,1.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
2696,113,,,,1.053044,611.0,1.0,1.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
2697,114,,,,0.686152,611.0,1.0,0.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
2698,115,,,,1.554019,611.0,1.0,1.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
2699,116,,,,0.71956,611.0,1.0,0.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
2700,117,,,,1.67088,611.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
2701,118,,,,0.636075,611.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
2702,119,,,,0.685664,611.0,1.0,1.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
2703,120,,,,0.551939,611.0,1.0,1.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
2704,121,,,,0.686127,611.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
2705,122,,,,0.63653,611.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
2706,123,,,,2.824455,611.0,1.0,1.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
2707,124,,,,0.686639,611.0,1.0,0.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
2708,125,,,,0.568817,611.0,1.0,1.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
2709,126,,,,0.703806,611.0,1.0,1.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
2710,127,,,,0.735787,611.0,1.0,1.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
2711,128,,,,0.954254,611.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
2712,129,,,,0.86934,611.0,1.0,0.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
2713,130,,,,0.68568,611.0,1.0,1.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
2714,131,,,,0.803526,611.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
2715,132,,,,0.819243,611.0,1.0,1.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
2716,133,,,,1.671351,611.0,1.0,0.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
2717,134,,,,0.919436,611.0,1.0,1.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
2718,135,,,,0.82019,611.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
2719,136,,,,1.036814,611.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
2720,137,,,,0.737161,611.0,1.0,1.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
2721,138,,,,0.653721,611.0,1.0,1.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
2722,139,,,,1.121258,611.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
2723,140,,,,2.405596,611.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
2724,141,,,,0.702859,611.0,1.0,1.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
2725,142,,,,0.937031,611.0,1.0,1.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
2726,143,,,,0.520099,611.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
2727,144,,,,0.602193,611.0,1.0,0.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
2728,145,,,,0.553035,611.0,1.0,1.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
2729,146,,,,0.553026,611.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
2730,147,,,,0.603593,611.0,1.0,1.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
2731,148,,,,1.221465,611.0,1.0,0.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
2732,149,,,,0.803519,611.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
2733,150,,,,0.687082,611.0,1.0,1.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
2734,151,,,,0.852669,611.0,1.0,0.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
2735,152,,,,0.619368,611.0,1.0,1.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
2736,153,,,,2.223344,611.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
2737,154,,,,0.803999,611.0,1.0,1.0,stim_skittles.jpg,0.0,0.0,14.0,1.0,10.0
2738,155,,,,0.569286,611.0,1.0,1.0,stim_kitkat.jpg,0.0,0.0,7.0,1.0,10.0
2739,156,,,,0.737197,611.0,1.0,1.0,stim_babyruth.jpg,0.0,0.0,2.0,1.0,10.0
2740,157,,,,0.936147,611.0,1.0,1.0,stim_milkyway.jpg,0.0,0.0,8.0,1.0,10.0
2741,158,,,,5.078243,611.0,1.0,1.0,stim_mmpeanut.jpg,0.0,0.0,10.0,1.0,10.0
2742,159,,,,0.58597,611.0,1.0,1.0,stim_payday.jpg,0.0,0.0,12.0,1.0,10.0
2743,160,,,,1.053986,611.0,1.0,0.0,stim_mmchocolate.jpg,0.0,0.0,9.0,1.0,10.0
2744,161,,,,0.669947,611.0,1.0,0.0,stim_whoppers.jpg,0.0,0.0,17.0,1.0,10.0
2745,162,,,,0.685677,611.0,1.0,1.0,stim_crunch.jpg,0.0,0.0,4.0,1.0,10.0
2746,163,,,,0.520108,611.0,1.0,1.0,stim_reeses.jpg,0.0,0.0,13.0,1.0,10.0
2747,164,,,,1.488145,611.0,1.0,1.0,stim_sourpatchkids.jpg,0.0,0.0,16.0,1.0,10.0
2748,165,,,,1.187094,611.0,1.0,0.0,stim_almondjoy.jpg,0.0,0.0,1.0,1.0,10.0
2749,166,,,,0.653223,611.0,1.0,1.0,stim_snickers.jpg,0.0,0.0,15.0,1.0,10.0
2750,167,,,,0.552116,611.0,1.0,1.0,stim_fruitsnacks.jpg,0.0,0.0,5.0,1.0,10.0
2751,168,,,,0.535868,611.0,1.0,1.0,stim_butterfinger.jpg,0.0,0.0,3.0,1.0,10.0
2752,169,,,,0.719553,611.0,1.0,0.0,stim_mrgoodbar.jpg,0.0,0.0,11.0,1.0,10.0
2753,170,,,,0.636537,611.0,1.0,1.0,stim_hundredgrand.jpg,0.0,0.0,6.0,1.0,10.0
2754,1,stim_mmpeanut.jpg,stim_whoppers.jpg,1.0,1.337594,612.0,0.0,,,10.0,17.0,0.0,1.0,
2755,2,stim_whoppers.jpg,stim_sourpatchkids.jpg,2.0,1.068696,612.0,0.0,,,17.0,16.0,0.0,1.0,
2756,3,stim_hundredgrand.jpg,stim_babyruth.jpg,1.0,0.818281,612.0,0.0,,,6.0,2.0,0.0,1.0,
2757,4,stim_mmpeanut.jpg,stim_butterfinger.jpg,1.0,0.701314,612.0,0.0,,,10.0,3.0,0.0,1.0,
2758,5,stim_whoppers.jpg,stim_hundredgrand.jpg,2.0,0.734711,612.0,0.0,,,17.0,6.0,0.0,1.0,
2759,6,stim_butterfinger.jpg,stim_whoppers.jpg,1.0,2.104066,612.0,0.0,,,3.0,17.0,0.0,1.0,
2760,7,stim_butterfinger.jpg,stim_payday.jpg,2.0,1.469482,612.0,0.0,,,3.0,12.0,0.0,1.0,
2761,8,stim_milkyway.jpg,stim_sourpatchkids.jpg,1.0,0.66792,612.0,0.0,,,8.0,16.0,0.0,1.0,
2762,9,stim_snickers.jpg,stim_mmchocolate.jpg,1.0,0.768104,612.0,0.0,,,15.0,9.0,0.0,1.0,
2763,10,stim_whoppers.jpg,stim_payday.jpg,2.0,0.701314,612.0,0.0,,,17.0,12.0,0.0,1.0,
2764,11,stim_babyruth.jpg,stim_almondjoy.jpg,2.0,0.884992,612.0,0.0,,,2.0,1.0,0.0,1.0,
2765,12,stim_whoppers.jpg,stim_skittles.jpg,2.0,0.818234,612.0,0.0,,,17.0,14.0,0.0,1.0,
2766,13,stim_hundredgrand.jpg,stim_payday.jpg,1.0,0.768136,612.0,0.0,,,6.0,12.0,0.0,1.0,
2767,14,stim_mrgoodbar.jpg,stim_mmchocolate.jpg,2.0,1.536284,612.0,0.0,,,11.0,9.0,0.0,1.0,
2768,15,stim_payday.jpg,stim_fruitsnacks.jpg,2.0,0.701307,612.0,0.0,,,12.0,5.0,0.0,1.0,
2769,16,stim_almondjoy.jpg,stim_snickers.jpg,1.0,0.651222,612.0,0.0,,,1.0,15.0,0.0,1.0,
2770,17,stim_almondjoy.jpg,stim_sourpatchkids.jpg,1.0,1.95375,612.0,0.0,,,1.0,16.0,0.0,1.0,
2771,18,stim_whoppers.jpg,stim_babyruth.jpg,2.0,1.269079,612.0,0.0,,,17.0,2.0,0.0,1.0,
2772,19,stim_skittles.jpg,stim_kitkat.jpg,2.0,1.603068,612.0,0.0,,,14.0,7.0,0.0,1.0,
2773,20,stim_kitkat.jpg,stim_mrgoodbar.jpg,1.0,1.302495,612.0,0.0,,,7.0,11.0,0.0,1.0,
2774,21,stim_payday.jpg,stim_crunch.jpg,1.0,1.135489,612.0,0.0,,,12.0,4.0,0.0,1.0,
2775,22,stim_mrgoodbar.jpg,stim_sourpatchkids.jpg,2.0,1.736722,612.0,0.0,,,11.0,16.0,0.0,1.0,
2776,23,stim_almondjoy.jpg,stim_whoppers.jpg,1.0,0.68467,612.0,0.0,,,1.0,17.0,0.0,1.0,
2777,24,stim_babyruth.jpg,stim_sourpatchkids.jpg,2.0,0.868324,612.0,0.0,,,2.0,16.0,0.0,1.0,
2778,25,stim_mmpeanut.jpg,stim_babyruth.jpg,1.0,0.768126,612.0,0.0,,,10.0,2.0,0.0,1.0,
2779,26,stim_butterfinger.jpg,stim_snickers.jpg,2.0,0.734663,612.0,0.0,,,3.0,15.0,0.0,1.0,
2780,27,stim_butterfinger.jpg,stim_kitkat.jpg,2.0,0.651249,612.0,0.0,,,3.0,7.0,0.0,1.0,
2781,28,stim_mmchocolate.jpg,stim_hundredgrand.jpg,1.0,1.00191,612.0,0.0,,,9.0,6.0,0.0,1.0,
2782,29,stim_skittles.jpg,stim_mmchocolate.jpg,2.0,1.168884,612.0,0.0,,,14.0,9.0,0.0,1.0,
2783,30,stim_crunch.jpg,stim_kitkat.jpg,2.0,0.935096,612.0,0.0,,,4.0,7.0,0.0,1.0,
2784,31,stim_skittles.jpg,stim_hundredgrand.jpg,1.0,1.302477,612.0,0.0,,,14.0,6.0,0.0,1.0,
2785,32,stim_crunch.jpg,stim_mmpeanut.jpg,2.0,0.684625,612.0,0.0,,,4.0,10.0,0.0,1.0,
2786,33,stim_snickers.jpg,stim_skittles.jpg,1.0,0.701304,612.0,0.0,,,15.0,14.0,0.0,1.0,
2787,34,stim_babyruth.jpg,stim_reeses.jpg,2.0,0.801509,612.0,0.0,,,2.0,13.0,0.0,1.0,
2788,35,stim_reeses.jpg,stim_whoppers.jpg,1.0,0.617819,612.0,0.0,,,13.0,17.0,0.0,1.0,
2789,36,stim_milkyway.jpg,stim_snickers.jpg,2.0,1.085424,612.0,0.0,,,8.0,15.0,0.0,1.0,
2790,37,stim_reeses.jpg,stim_hundredgrand.jpg,1.0,0.985169,612.0,0.0,,,13.0,6.0,0.0,1.0,
2791,38,stim_kitkat.jpg,stim_almondjoy.jpg,2.0,0.818213,612.0,0.0,,,7.0,1.0,0.0,1.0,
2792,39,stim_mrgoodbar.jpg,stim_snickers.jpg,2.0,0.901731,612.0,0.0,,,11.0,15.0,0.0,1.0,
2793,40,stim_mmpeanut.jpg,stim_fruitsnacks.jpg,1.0,2.554916,612.0,0.0,,,10.0,5.0,0.0,1.0,
2794,41,stim_whoppers.jpg,stim_snickers.jpg,2.0,0.634536,612.0,0.0,,,17.0,15.0,0.0,1.0,
2795,42,stim_hundredgrand.jpg,stim_snickers.jpg,2.0,0.75142,612.0,0.0,,,6.0,15.0,0.0,1.0,
2796,43,stim_milkyway.jpg,stim_payday.jpg,1.0,1.185595,612.0,0.0,,,8.0,12.0,0.0,1.0,
2797,44,stim_fruitsnacks.jpg,stim_snickers.jpg,2.0,0.834938,612.0,0.0,,,5.0,15.0,0.0,1.0,
2798,45,stim_reeses.jpg,stim_mmpeanut.jpg,1.0,1.185594,612.0,0.0,,,13.0,10.0,0.0,1.0,
2799,46,stim_sourpatchkids.jpg,stim_butterfinger.jpg,1.0,0.88505,612.0,0.0,,,16.0,3.0,0.0,1.0,
2800,47,stim_kitkat.jpg,stim_milkyway.jpg,1.0,1.218989,612.0,0.0,,,7.0,8.0,0.0,1.0,
2801,48,stim_milkyway.jpg,stim_butterfinger.jpg,1.0,0.935102,612.0,0.0,,,8.0,3.0,0.0,1.0,
2802,49,stim_skittles.jpg,stim_reeses.jpg,2.0,0.801487,612.0,0.0,,,14.0,13.0,0.0,1.0,
2803,50,stim_milkyway.jpg,stim_fruitsnacks.jpg,2.0,1.436066,612.0,0.0,,,8.0,5.0,0.0,1.0,
2804,51,stim_reeses.jpg,stim_butterfinger.jpg,1.0,1.185583,612.0,0.0,,,13.0,3.0,0.0,1.0,
2805,52,stim_butterfinger.jpg,stim_fruitsnacks.jpg,2.0,0.901637,612.0,0.0,,,3.0,5.0,0.0,1.0,
2806,53,stim_almondjoy.jpg,stim_skittles.jpg,1.0,0.718048,612.0,0.0,,,1.0,14.0,0.0,1.0,
2807,54,stim_fruitsnacks.jpg,stim_whoppers.jpg,1.0,0.684629,612.0,0.0,,,5.0,17.0,0.0,1.0,
2808,55,stim_almondjoy.jpg,stim_payday.jpg,1.0,0.601133,612.0,0.0,,,1.0,12.0,0.0,1.0,
2809,56,stim_mmchocolate.jpg,stim_whoppers.jpg,1.0,0.718042,612.0,0.0,,,9.0,17.0,0.0,1.0,
2810,57,stim_fruitsnacks.jpg,stim_hundredgrand.jpg,1.0,0.718111,612.0,0.0,,,5.0,6.0,0.0,1.0,
2811,58,stim_crunch.jpg,stim_hundredgrand.jpg,2.0,1.001911,612.0,0.0,,,4.0,6.0,0.0,1.0,
2812,59,stim_crunch.jpg,stim_milkyway.jpg,2.0,1.502871,612.0,0.0,,,4.0,8.0,0.0,1.0,
2813,60,stim_almondjoy.jpg,stim_mmpeanut.jpg,1.0,1.469483,612.0,0.0,,,1.0,10.0,0.0,1.0,
2814,61,stim_reeses.jpg,stim_mmchocolate.jpg,1.0,1.10209,612.0,0.0,,,13.0,9.0,0.0,1.0,
2815,62,stim_sourpatchkids.jpg,stim_fruitsnacks.jpg,1.0,2.488135,612.0,0.0,,,16.0,5.0,0.0,1.0,
2816,63,stim_reeses.jpg,stim_payday.jpg,1.0,0.734733,612.0,0.0,,,13.0,12.0,0.0,1.0,
2817,64,stim_almondjoy.jpg,stim_milkyway.jpg,1.0,1.018624,612.0,0.0,,,1.0,8.0,0.0,1.0,
2818,65,stim_payday.jpg,stim_mmpeanut.jpg,2.0,1.035305,612.0,0.0,,,12.0,10.0,0.0,1.0,
2819,66,stim_mrgoodbar.jpg,stim_whoppers.jpg,1.0,0.935163,612.0,0.0,,,11.0,17.0,0.0,1.0,
2820,67,stim_kitkat.jpg,stim_whoppers.jpg,1.0,1.218985,612.0,0.0,,,7.0,17.0,0.0,1.0,
2821,68,stim_fruitsnacks.jpg,stim_babyruth.jpg,1.0,0.868303,612.0,0.0,,,5.0,2.0,0.0,1.0,
2822,69,stim_almondjoy.jpg,stim_mrgoodbar.jpg,1.0,0.634523,612.0,0.0,,,1.0,11.0,0.0,1.0,
2823,70,stim_whoppers.jpg,stim_milkyway.jpg,2.0,0.634564,612.0,0.0,,,17.0,8.0,0.0,1.0,
2824,71,stim_crunch.jpg,stim_whoppers.jpg,1.0,0.784804,612.0,0.0,,,4.0,17.0,0.0,1.0,
2825,72,stim_babyruth.jpg,stim_mrgoodbar.jpg,2.0,1.202319,612.0,0.0,,,2.0,11.0,0.0,1.0,
2826,73,stim_mmpeanut.jpg,stim_milkyway.jpg,1.0,1.202317,612.0,0.0,,,10.0,8.0,0.0,1.0,
2827,74,stim_crunch.jpg,stim_sourpatchkids.jpg,2.0,1.736676,612.0,0.0,,,4.0,16.0,0.0,1.0,
2828,75,stim_almondjoy.jpg,stim_reeses.jpg,1.0,1.519588,612.0,0.0,,,1.0,13.0,0.0,1.0,
2829,76,stim_mmchocolate.jpg,stim_milkyway.jpg,1.0,1.519613,612.0,0.0,,,9.0,8.0,0.0,1.0,
2830,77,stim_fruitsnacks.jpg,stim_reeses.jpg,2.0,1.569674,612.0,0.0,,,5.0,13.0,0.0,1.0,
2831,78,stim_babyruth.jpg,stim_mmchocolate.jpg,2.0,1.185583,612.0,0.0,,,2.0,9.0,0.0,1.0,
2832,79,stim_mmpeanut.jpg,stim_skittles.jpg,1.0,1.269089,612.0,0.0,,,10.0,14.0,0.0,1.0,
2833,80,stim_hundredgrand.jpg,stim_sourpatchkids.jpg,2.0,1.168916,612.0,0.0,,,6.0,16.0,0.0,1.0,
2834,81,stim_butterfinger.jpg,stim_mmchocolate.jpg,2.0,0.684637,612.0,0.0,,,3.0,9.0,0.0,1.0,
2835,82,stim_mmchocolate.jpg,stim_sourpatchkids.jpg,1.0,1.669875,612.0,0.0,,,9.0,16.0,0.0,1.0,
2836,83,stim_reeses.jpg,stim_crunch.jpg,1.0,0.701325,612.0,0.0,,,13.0,4.0,0.0,1.0,
2837,84,stim_almondjoy.jpg,stim_mmchocolate.jpg,1.0,0.751407,612.0,0.0,,,1.0,9.0,0.0,1.0,
2838,85,stim_almondjoy.jpg,stim_hundredgrand.jpg,1.0,0.584418,612.0,0.0,,,1.0,6.0,0.0,1.0,
2839,86,stim_mmpeanut.jpg,stim_mrgoodbar.jpg,1.0,0.634538,612.0,0.0,,,10.0,11.0,0.0,1.0,
2840,87,stim_mmchocolate.jpg,stim_crunch.jpg,1.0,0.935098,612.0,0.0,,,9.0,4.0,0.0,1.0,
2841,88,stim_skittles.jpg,stim_fruitsnacks.jpg,2.0,0.901717,612.0,0.0,,,14.0,5.0,0.0,1.0,
2842,89,stim_kitkat.jpg,stim_payday.jpg,1.0,0.81821,612.0,0.0,,,7.0,12.0,0.0,1.0,
2843,90,stim_mmpeanut.jpg,stim_mmchocolate.jpg,1.0,0.684638,612.0,0.0,,,10.0,9.0,0.0,1.0,
2844,91,stim_snickers.jpg,stim_mmpeanut.jpg,1.0,1.102093,612.0,0.0,,,15.0,10.0,0.0,1.0,
2845,92,stim_mrgoodbar.jpg,stim_fruitsnacks.jpg,2.0,0.951813,612.0,0.0,,,11.0,5.0,0.0,1.0,
2846,93,stim_butterfinger.jpg,stim_skittles.jpg,2.0,1.085399,612.0,0.0,,,3.0,14.0,0.0,1.0,
2847,94,stim_mmpeanut.jpg,stim_hundredgrand.jpg,1.0,1.018592,612.0,0.0,,,10.0,6.0,0.0,1.0,
2848,95,stim_babyruth.jpg,stim_butterfinger.jpg,2.0,3.657088,612.0,0.0,,,2.0,3.0,0.0,1.0,
2849,96,stim_milkyway.jpg,stim_reeses.jpg,2.0,1.786788,612.0,0.0,,,8.0,13.0,0.0,1.0,
2850,97,stim_snickers.jpg,stim_kitkat.jpg,1.0,1.152209,612.0,0.0,,,15.0,7.0,0.0,1.0,
2851,98,stim_mrgoodbar.jpg,stim_milkyway.jpg,1.0,1.285786,612.0,0.0,,,11.0,8.0,0.0,1.0,
2852,99,stim_sourpatchkids.jpg,stim_kitkat.jpg,2.0,1.102087,612.0,0.0,,,16.0,7.0,0.0,1.0,
2853,100,stim_fruitsnacks.jpg,stim_crunch.jpg,1.0,1.052001,612.0,0.0,,,5.0,4.0,0.0,1.0,
2854,101,stim_snickers.jpg,stim_babyruth.jpg,1.0,0.58443,612.0,0.0,,,15.0,2.0,0.0,1.0,
2855,102,stim_sourpatchkids.jpg,stim_reeses.jpg,2.0,0.768118,612.0,0.0,,,16.0,13.0,0.0,1.0,
2856,103,stim_skittles.jpg,stim_sourpatchkids.jpg,2.0,1.102088,612.0,0.0,,,14.0,16.0,0.0,1.0,
2857,104,stim_payday.jpg,stim_sourpatchkids.jpg,2.0,0.784809,612.0,0.0,,,12.0,16.0,0.0,1.0,
2858,105,stim_snickers.jpg,stim_sourpatchkids.jpg,1.0,1.653163,612.0,0.0,,,15.0,16.0,0.0,1.0,
2859,106,stim_snickers.jpg,stim_reeses.jpg,1.0,1.469492,612.0,0.0,,,15.0,13.0,0.0,1.0,
2860,107,stim_butterfinger.jpg,stim_crunch.jpg,1.0,2.154156,612.0,0.0,,,3.0,4.0,0.0,1.0,
2861,108,stim_kitkat.jpg,stim_fruitsnacks.jpg,1.0,1.71996,612.0,0.0,,,7.0,5.0,0.0,1.0,
2862,109,stim_skittles.jpg,stim_crunch.jpg,1.0,2.020558,612.0,0.0,,,14.0,4.0,0.0,1.0,
2863,110,stim_skittles.jpg,stim_milkyway.jpg,2.0,2.554945,612.0,0.0,,,14.0,8.0,0.0,1.0,
2864,111,stim_butterfinger.jpg,stim_hundredgrand.jpg,2.0,0.918415,612.0,0.0,,,3.0,6.0,0.0,1.0,
2865,112,stim_crunch.jpg,stim_snickers.jpg,2.0,0.701328,612.0,0.0,,,4.0,15.0,0.0,1.0,
2866,113,stim_milkyway.jpg,stim_hundredgrand.jpg,1.0,1.486189,612.0,0.0,,,8.0,6.0,0.0,1.0,
2867,114,stim_almondjoy.jpg,stim_fruitsnacks.jpg,1.0,0.901705,612.0,0.0,,,1.0,5.0,0.0,1.0,
2868,115,stim_mmpeanut.jpg,stim_kitkat.jpg,1.0,0.868317,612.0,0.0,,,10.0,7.0,0.0,1.0,
2869,116,stim_kitkat.jpg,stim_reeses.jpg,2.0,0.818209,612.0,0.0,,,7.0,13.0,0.0,1.0,
2870,117,stim_babyruth.jpg,stim_crunch.jpg,1.0,1.10208,612.0,0.0,,,2.0,4.0,0.0,1.0,
2871,118,stim_mrgoodbar.jpg,stim_reeses.jpg,2.0,1.085404,612.0,0.0,,,11.0,13.0,0.0,1.0,
2872,119,stim_babyruth.jpg,stim_skittles.jpg,2.0,1.168907,612.0,0.0,,,2.0,14.0,0.0,1.0,
2873,120,stim_crunch.jpg,stim_almondjoy.jpg,2.0,0.701312,612.0,0.0,,,4.0,1.0,0.0,1.0,
2874,121,stim_mmchocolate.jpg,stim_kitkat.jpg,2.0,1.035294,612.0,0.0,,,9.0,7.0,0.0,1.0,
2875,122,stim_crunch.jpg,stim_mrgoodbar.jpg,2.0,1.285809,612.0,0.0,,,4.0,11.0,0.0,1.0,
2876,123,stim_mrgoodbar.jpg,stim_hundredgrand.jpg,1.0,1.38599,612.0,0.0,,,11.0,6.0,0.0,1.0,
2877,124,stim_mrgoodbar.jpg,stim_skittles.jpg,1.0,1.118798,612.0,0.0,,,11.0,14.0,0.0,1.0,
2878,125,stim_kitkat.jpg,stim_babyruth.jpg,1.0,0.751412,612.0,0.0,,,7.0,2.0,0.0,1.0,
2879,126,stim_hundredgrand.jpg,stim_kitkat.jpg,2.0,0.834914,612.0,0.0,,,6.0,7.0,0.0,1.0,
2880,127,stim_butterfinger.jpg,stim_mrgoodbar.jpg,2.0,0.834929,612.0,0.0,,,3.0,11.0,0.0,1.0,
2881,128,stim_payday.jpg,stim_mrgoodbar.jpg,2.0,0.868337,612.0,0.0,,,12.0,11.0,0.0,1.0,
2882,129,stim_milkyway.jpg,stim_babyruth.jpg,1.0,1.168917,612.0,0.0,,,8.0,2.0,0.0,1.0,
2883,130,stim_mmpeanut.jpg,stim_sourpatchkids.jpg,1.0,1.285795,612.0,0.0,,,10.0,16.0,0.0,1.0,
2884,131,stim_fruitsnacks.jpg,stim_mmchocolate.jpg,1.0,0.968525,612.0,0.0,,,5.0,9.0,0.0,1.0,
2885,132,stim_payday.jpg,stim_snickers.jpg,2.0,0.75138,612.0,0.0,,,12.0,15.0,0.0,1.0,
2886,133,stim_payday.jpg,stim_skittles.jpg,2.0,1.052001,612.0,0.0,,,12.0,14.0,0.0,1.0,
2887,134,stim_payday.jpg,stim_mmchocolate.jpg,2.0,0.718031,612.0,0.0,,,12.0,9.0,0.0,1.0,
2888,135,stim_payday.jpg,stim_babyruth.jpg,2.0,0.918419,612.0,0.0,,,12.0,2.0,0.0,1.0,
2889,136,stim_almondjoy.jpg,stim_butterfinger.jpg,1.0,0.701324,612.0,0.0,,,1.0,3.0,0.0,1.0,
